city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,nearest_region_idx,dist_km_nearest_region,access_score,nearest_provider,nearest_region,nearest_location_name,nearest_lat,nearest_lon,openalex_match_km,openalex_geo_city,openalex_ai_works_recent,openalex_ai_institution_count,openalex_lat,openalex_lon,openalex_match_ok,log_ai_works,ai_works_per_million,log_ai_works_per_million
Jijel,Jijel,36.8206,5.7667,Algeria,DZ,DZA,Jijel,admin,131513.0,1012782547,69,836.3292294567138,65.82538612250978,azure,francesouth,"Marseille, France South, Europe",43.8345,2.1972,2.530354783254987,Jijel,9,1,36.80135726928711,5.751527786254883,True,2.302585092994046,68.43429927079453,4.240380971227367
Tartu,Tartu,58.38,26.7225,Estonia,EE,EST,Tartumaa,admin,91407.0,1233809410,88,244.8090978796084,88.47903550904358,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.16594174383787344,Tartu,143,1,58.380619049072266,26.72509002685547,True,4.969813299576001,1564.431608082532,7.355916852863919
Tallinn,Tallinn,59.4372,24.745,Estonia,EE,EST,Harjumaa,primary,438341.0,1233260021,88,185.1351192350481,91.1587622372927,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.4830708283355056,Tallinn,21,1,59.43695831298828,24.753530502319336,True,3.091042453358316,47.90790731416865,3.8899390871744117
Giza,Giza,29.987,31.2118,Egypt,EG,EGY,Al Jīzah,admin,5598402.0,1818925479,21,389.1419175162178,82.31877638026293,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,2.5139914963749517,Giza,13,1,30.00943946838379,31.20861053466797,True,2.6390573296152584,2.3220911967379263,1.2005944631736938
Barcelona,Barcelona,41.3825,2.1769,Spain,ES,ESP,Catalonia,admin,4588000.0,1724594040,69,272.6553954478621,87.25566508050355,azure,francesouth,"Marseille, France South, Europe",43.8345,2.1972,1.6497775878125989,Barcelona,680,4,41.38879003265381,2.158989976577759,True,6.523562306149512,148.21272885789014,5.0053729981915485
San Vicente de Baracaldo,San Vicente de Baracaldo,43.2972,-2.9917,Spain,ES,ESP,Basque Country,,101486.0,1724451934,89,325.67409109333965,84.97296443629529,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,3.306153872820321,Leioa,268,1,43.32686,-2.98884,True,5.594711379601839,2640.758331198392,7.879200008982635
Valencia,Valencia,39.47,-0.3764,Spain,ES,ESP,Valencia,admin,800215.0,1724981666,89,302.52501166422996,85.96220132467413,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.5171589853523767,Valencia,172,1,39.47391128540039,-0.3796600103378296,True,5.153291594497779,214.94223427453872,5.375010938003166
Madrid,Madrid,40.4167,-3.7167,Spain,ES,ESP,Madrid,primary,6026000.0,1724616994,89,1.1105053862348992,99.94449014311319,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,1.1972781605640324,Madrid,150,3,40.416500030517575,-3.7025599826558433,True,5.017279836814924,24.89213408562894,3.253939219320748
A Coruña,A Coruna,43.3713,-8.4188,Spain,ES,ESP,Galicia,minor,370610.0,1724417375,89,510.0055614207899,77.49143431457158,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,1.8429339886824385,A Coruña,87,1,43.3713493347168,-8.395999908447266,True,4.477336814478207,234.74811796767492,5.462763938311712
San Cugat del Vallés,San Cugat del Valles,41.4735,2.0852,Spain,ES,ESP,Catalonia,,92977.0,1724196400,69,262.6912319783807,87.6914646288189,azure,francesouth,"Marseille, France South, Europe",43.8345,2.1972,5.026881464109343,Cerdanyola del Vallès,85,1,41.4910888671875,2.1407899856567383,True,4.454347296253507,914.2045882314981,6.819147633977803
San Sebastián de los Reyes,San Sebastian de los Reyes,40.5469,-3.6258,Spain,ES,ESP,Madrid,,91224.0,1724422840,89,15.901670551480562,99.20806890115851,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,9.679205468566101,Tres Cantos,79,1,40.60102462768555,-3.715553998947144,True,4.382026634673881,866.0001753924406,6.765039179078608
Alicante,Alicante,38.3453,-0.4831,Spain,ES,ESP,Valencia,minor,337482.0,1724923163,89,360.0454757840709,83.52512193433051,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.141160237817,Alicante,78,1,38.34516906738281,-0.4814899861812591,True,4.3694478524670215,231.1234376944548,5.447269289200914
Santiago de Compostela,Santiago de Compostela,42.8778,-8.5444,Spain,ES,ESP,Galicia,admin,92430.0,1724547778,89,486.3642991808372,78.41286720462219,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,1.562616463995702,Santiago de Compostela,25,1,42.87203598022461,-8.561888694763184,True,3.258096538021482,270.47495401925784,5.603869884729187
Espoo,Espoo,60.21,24.66,Finland,FI,FIN,Uusimaa,minor,269802.0,1246357316,88,144.51149929630537,93.02929432914404,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.6859888714783698,Espoo,12,1,60.2052,24.6522,True,2.5649493574615367,44.47706095581204,3.8172080440108167
Tampere,Tampere,61.4981,23.7608,Finland,FI,FIN,Pirkanmaa,admin,225118.0,1246964318,88,211.48547102755896,89.96560678626753,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,2.6411919242588504,Tampere,8,1,61.504032135009766,23.80900382995605,True,2.1972245773362196,35.53691841611955,3.5983232128592824
Turku,Turku,60.4517,22.27,Finland,FI,FIN,Varsinais-Suomi,admin,187604.0,1246456609,16,265.56216211889523,87.56567689793094,aws,eu-north-1,EU (Stockholm),59.3251172,18.0710935,0.9987790481998877,Turku,3,1,60.455596923828125,22.28641128540039,True,1.3862943611198906,15.991130253086288,2.8326914580789633
Helsinki,Helsinki,60.1756,24.9342,Finland,FI,FIN,Uusimaa,primary,642045.0,1246177997,88,131.38648352069325,93.64180741973844,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.6794421288058445,Helsinki,0,1,60.16952133178711,24.935449600219727,True,0.0,0.0,0.0
Suva,Suva,-18.1333,178.4333,Fiji,FJ,FJI,Rewa,primary,88271.0,1242615095,34,3217.722775180518,20.011533821324626,azure,australiaeast,"New South Wales, Australia East, Asia Pacific",-33.86,151.2094,0.9312363821645625,Suva,16,1,-18.136829376220703,178.42530822753906,True,2.833213344056216,181.25998346002652,5.205434148318643
Toulouse,Toulouse,43.6045,1.444,France,FR,FRA,Occitanie,admin,968638.0,1250258110,69,65.71113262532357,96.76783148432757,azure,francesouth,"Marseille, France South, Europe",43.8345,2.1972,0.03765912501932487,Toulouse,623,5,43.60426,1.44367,True,6.436150368369428,643.1711330755143,6.467964425392479
Paris,Paris,48.8566,2.3522,France,FR,FRA,Île-de-France,primary,11020000.0,1250015082,20,2.3664441763721618,99.88174776430625,aws,eu-west-3,EU (Paris),48.8588897,2.3200410217200766,0.637989313838521,Paris,504,12,48.853341773478185,2.3450223277409874,True,6.22455842927536,45.73502722323049,3.8444939311363666
Grenoble,Grenoble,45.1715,5.7224,France,FR,FRA,Auvergne-Rhône-Alpes,minor,687985.0,1250071647,72,119.41166588710348,94.20416104364035,azure,switzerlandwest,"Geneva, Switzerland West, Europe",46.204391,6.143158,0.9975657742257062,Grenoble,340,3,45.17869062133789,5.714789955800375,True,5.831882477283517,494.1968211516239,6.204955302027536
Bordeaux,Bordeaux,44.84,-0.58,France,FR,FRA,Nouvelle-Aquitaine,admin,257804.0,1250449238,69,247.54056031791882,88.35827940696713,azure,francesouth,"Marseille, France South, Europe",43.8345,2.1972,0.06283232147305919,Bordeaux,222,1,44.84044,-0.5805,True,5.407171771460119,861.1192999332827,6.7593936600819635
Épinay-sur-Seine,Epinay-sur-Seine,48.9553,2.3092,France,FR,FRA,Île-de-France,,55084.0,1250904959,20,10.749591461289459,99.46396226404292,aws,eu-west-3,EU (Paris),48.8588897,2.3200410217200766,2.3945781849666563,Villetaneuse,220,2,48.95833,2.34167,True,5.3981627015177525,3993.90022511074,8.292773882947504
Nancy,Nancy,48.6936,6.1846,France,FR,FRA,Grand Est,minor,434565.0,1250925250,55,224.35519430231201,89.38854918857956,azure,switzerlandnorth,"Zurich, Switzerland North, Europe",47.451542,8.564572,1.0244475745084014,Nancy,190,2,48.68439,6.18496,True,5.25227342804663,437.2188280234257,6.0827183929736615
Avignon,Avignon,43.95,4.8075,France,FR,FRA,Provence-Alpes-Côte d’Azur,minor,93671.0,1250645342,69,209.5540946809305,90.0525274711299,azure,francesouth,"Marseille, France South, Europe",43.8345,2.1972,0.21671437662733173,Avignon,142,2,43.94834068481445,4.808919953308106,True,4.962844630259907,1515.944102230146,7.324453131095581
Versailles,Versailles,48.8053,2.135,France,FR,FRA,Île-de-France,minor,85862.0,1250143827,20,14.79717089631348,99.26287167112139,aws,eu-west-3,EU (Paris),48.8588897,2.3200410217200766,13.562976942962083,Gif-sur-Yvette,98,3,48.68333035725912,2.1333300711568195,True,4.59511985013459,1141.366378607533,7.04085716066163
Lyon,Lyon,45.76,4.84,France,FR,FRA,Auvergne-Rhône-Alpes,admin,516092.0,1250196189,72,112.16117302177666,94.54629412606974,azure,switzerlandwest,"Geneva, Switzerland West, Europe",46.204391,6.143158,1.3847740380579068,Lyon,94,2,45.74846,4.84671,True,4.553876891600541,182.13806840640817,5.210240340536536
La Rochelle,La Rochelle,46.1591,-1.1517,France,FR,FRA,Nouvelle-Aquitaine,minor,75735.0,1250623782,47,271.9948416220721,87.28448837177075,azure,francecentral,"Paris, France Central, Europe",46.3772,2.373,0.44436483947012156,La Rochelle,94,1,46.16308,-1.15222,True,4.553876891600541,1241.169868620849,7.1246150233673555
Nantes,Nantes,47.2181,-1.5528,France,FR,FRA,Pays de la Loire,admin,633690.0,1250091495,47,313.0840290413206,85.5095590516829,azure,francecentral,"Paris, France Central, Europe",46.3772,2.373,0.5281015695612351,Nantes,82,3,47.21382622273763,-1.555849676246643,True,4.418840607796598,129.40081112215753,4.870612869735151
Nanterre,Nanterre,48.8988,2.1969,France,FR,FRA,Île-de-France,minor,95105.0,1250886409,20,10.03917093600411,99.4992991598447,aws,eu-west-3,EU (Paris),48.8588897,2.3200410217200766,1.0457520543683192,Nanterre,76,1,48.89198,2.20675,True,4.343805421853684,799.1167656800378,6.684757674117273
Marseille,Marseille,43.2964,5.37,France,FR,FRA,Provence-Alpes-Côte d’Azur,admin,870018.0,1250774071,69,262.52486298555095,87.69875950254993,azure,francesouth,"Marseille, France South, Europe",43.8345,2.1972,0.8979918499513101,Marseille,76,1,43.29695129394531,5.381070137023926,True,4.343805421853684,87.35451450429761,4.481357295414948
Lille,Lille,50.6278,3.0583,France,FR,FRA,Hauts-de-France,admin,232787.0,1250071961,90,57.4016845045592,97.17071147011804,gcp,europe-west1,"St. Ghislain, Belgium, Europe",50.4477484,3.8195241,7.7420886576426176,Villeneuve-d'Ascq,73,2,50.61669079467774,3.1666400216293336,True,4.30406509320417,313.5913947084674,5.751274637130136
Courcouronnes,Courcouronnes,48.6239,2.4294,France,FR,FRA,Île-de-France,,67967.0,1250579473,20,27.33253102754481,98.64266939414111,aws,eu-west-3,EU (Paris),48.8588897,2.3200410217200766,31.19383055489985,Fontainebleau,73,1,48.40908,2.70177,True,4.30406509320417,1074.050642223432,6.98012304849722
Pessac,Pessac,44.8067,-0.6311,France,FR,FRA,Nouvelle-Aquitaine,,63808.0,1250292604,69,249.6044194325377,88.26714691605667,azure,francesouth,"Marseille, France South, Europe",43.8345,2.1972,3.3154317147004666,Talence,56,1,44.80849,-0.58915,True,4.04305126783455,877.6328986960883,6.778367175293292
Montpellier,Montpellier,43.6119,3.8772,France,FR,FRA,Occitanie,minor,607896.0,1250819356,69,137.25130550148285,93.36761337579799,azure,francesouth,"Marseille, France South, Europe",43.8345,2.1972,0.12773663793835338,Montpellier,53,1,43.61093,3.87635,True,3.9889840465642745,87.18596602050351,4.479447834938753
Aix-en-Provence,Aix-en-Provence,43.5263,5.4454,France,FR,FRA,Provence-Alpes-Côte d’Azur,minor,142482.0,1250001687,69,263.4302176565089,87.65906924589109,azure,francesouth,"Marseille, France South, Europe",43.8345,2.1972,0.4139108890616531,Aix-en-Provence,49,1,43.5283,5.44973,True,3.912023005428146,343.9030895130613,5.843263477609434
Caen,Caen,49.18,-0.37,France,FR,FRA,Normandie,minor,105354.0,1250001272,38,198.19378256484026,90.56549537024084,azure,uksouth,"London, UK South, Europe",50.941,-0.799,1.0239512617947424,Caen,49,1,49.18585,-0.35912,True,3.912023005428146,465.09861989103405,6.14439724240249
Rouen,Rouen,49.4428,1.0886,France,FR,FRA,Normandie,admin,494382.0,1250372069,20,110.61847926660752,94.61925024845242,aws,eu-west-3,EU (Paris),48.8588897,2.3200410217200766,7.305098512091697,Saint-Étienne-du-Rouvray,46,1,49.3779411315918,1.1046700477600098,True,3.8501476017100584,93.04545877479359,4.543778269358448
Noisy-le-Grand,Noisy-le-Grand,48.8478,2.5528,France,FR,FRA,Île-de-France,,68183.0,1250182208,20,17.07441355672508,99.14991316882306,aws,eu-west-3,EU (Paris),48.8588897,2.3200410217200766,3.4623520887506456,Champs-sur-Marne,45,1,48.85,2.6,True,3.828641396489095,659.9885601982899,6.493736532891468
Cannes,Cannes,43.5513,7.0128,France,FR,FRA,Provence-Alpes-Côte d’Azur,,73868.0,1250487828,17,273.91398047972643,87.20077301688958,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,9.142464488570635,Valbonne,43,1,43.63292,6.99911,True,3.784189633918261,582.1194563275031,6.3683920647225545
Meaux,Meaux,48.9603,2.8883,France,FR,FRA,Île-de-France,minor,54991.0,1250827686,20,43.0335388840524,97.87130648595314,aws,eu-west-3,EU (Paris),48.8588897,2.3200410217200766,51.08793945375842,Compiègne,37,2,49.41794,2.82606,True,3.6375861597263857,672.8373733883726,6.512988796024284
Saint-Denis,Saint-Denis,48.9356,2.3539,France,FR,FRA,Île-de-France,minor,111135.0,1250935115,20,8.88165811508896,99.55690168437677,aws,eu-west-3,EU (Paris),48.8588897,2.3200410217200766,0.8873797350966952,Saint-Denis,36,2,48.92768557006836,2.3523414559936526,True,3.6109179126442243,323.93035497368066,5.783610866977168
Villejuif,Villejuif,48.7919,2.3636,France,FR,FRA,Île-de-France,,54753.0,1250637012,20,8.102763118396348,99.59568142152654,aws,eu-west-3,EU (Paris),48.8588897,2.3200410217200766,0.3494663239391706,Villejuif,32,1,48.7939,2.35992,True,3.4965075614664802,584.442861578361,6.372368589169516
Saint-Étienne,Saint-Etienne,45.4347,4.3903,France,FR,FRA,Auvergne-Rhône-Alpes,minor,172565.0,1250000540,72,160.54443076945063,92.28650941141764,azure,switzerlandwest,"Geneva, Switzerland West, Europe",46.204391,6.143158,0.09306024065406657,Saint-Etienne,30,1,45.43389,4.39,True,3.4339872044851463,173.84753571118128,5.163914369679334
Nice,Nice,43.7034,7.2663,France,FR,FRA,Provence-Alpes-Côte d’Azur,minor,1006402.0,1250774553,17,248.0475443319453,88.33588412801605,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,0.03484418605742232,Nice,24,1,43.70313,7.26608,True,3.2188758248682006,23.84732939719913,3.2127502778418506
Antony,Antony,48.7539,2.2975,France,FR,FRA,Île-de-France,minor,62570.0,1250570123,20,11.790469982752954,99.41221078097267,aws,eu-west-3,EU (Paris),48.8588897,2.3200410217200766,10.355164969495624,Orsay,20,1,48.69572067260742,2.187269926071167,True,3.044522437723423,319.642000958926,5.770325238952586
Cergy,Cergy,49.0361,2.0631,France,FR,FRA,Île-de-France,minor,65177.0,1250553439,20,27.20955199578466,98.64873507061313,aws,eu-west-3,EU (Paris),48.8588897,2.3200410217200766,1.1346212129205875,Cergy-Pontoise,11,1,49.03894,2.07805,True,2.4849066497880004,168.77119229175935,5.1344516027805005
Reims,Reims,49.2628,4.0347,France,FR,FRA,Grand Est,minor,182460.0,1250608730,90,132.66018897422805,93.58219036500066,gcp,europe-west1,"St. Ghislain, Belgium, Europe",50.4477484,3.8195241,0.5245859214699715,Reims,6,1,49.2652587890625,4.028530120849609,True,1.9459101490553132,32.88391976323578,3.522940558582667
Antibes,Antibes,43.5808,7.1239,France,FR,FRA,Provence-Alpes-Côte d’Azur,,72999.0,1250213494,17,265.8350396319162,87.55373036086584,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,0.09400045883182928,Antibes,6,1,43.58127,7.12487,True,1.9459101490553132,82.19290675214728,4.421162088809871
Nancy,Nancy,48.6936,6.1846,France,FR,FRA,Grand Est,minor,434565.0,1250925250,55,224.35519430231201,89.38854918857956,azure,switzerlandnorth,"Zurich, Switzerland North, Europe",47.451542,8.564572,3.243447031075963,Villers-lès-Nancy,5,1,48.67333,6.15283,True,1.791759469228055,11.505758632195414,2.526189228798566
Edinburgh,Edinburgh,55.953,-3.189,United Kingdom,GB,GBR,"Edinburgh, City of",,488050.0,1826492520,18,350.39456120335194,83.92914285176755,aws,eu-west-1,EU (Ireland),53.3497645,-6.2602732,0.477260112292999,Edinburgh,673,1,55.95206,-3.19648,True,6.513230110912307,1378.9570740702798,7.229807671921282
Bedford,Bedford,52.135,-0.47,United Kingdom,GB,GBR,Bedford,,106940.0,1826771105,91,73.65427520982205,96.38427331127293,gcp,europe-west2,"London, England, Europe",51.5073219,-0.1276474,41.26761134423234,Cambridge,477,3,52.194150034586585,0.1273066657924652,True,6.169610732491456,4460.445109407145,8.403228008094544
Islington,Islington,51.544,-0.1027,United Kingdom,GB,GBR,Islington,,206125.0,1826267810,91,4.428575046616873,99.77881622028433,gcp,europe-west2,"London, England, Europe",51.5073219,-0.1276474,1.359745815692467,London,299,4,51.54344670928956,-0.1223424006950855,True,5.703782474656201,1450.5761067313524,7.280405215249847
Sheffield,Sheffield,53.3833,-1.4667,United Kingdom,GB,GBR,Sheffield,,685368.0,1826289852,91,227.47639495815557,89.24915818451699,gcp,europe-west2,"London, England, Europe",51.5073219,-0.1276474,0.06451137463511934,Sheffield,254,1,53.38297,-1.4659,True,5.541263545158426,370.60382159657297,5.917828291054113
Reading,Reading,51.4542,-0.9731,United Kingdom,GB,GBR,Reading,,337108.0,1826869043,38,58.340449450723455,97.12511194390343,azure,uksouth,"London, UK South, Europe",50.941,-0.799,1.5204625390221127,Reading,107,2,51.448643112182616,-0.9530515007400512,True,4.68213122712422,317.40569787723814,5.763326349153193
Wolverhampton,Wolverhampton,52.5833,-2.1333,United Kingdom,GB,GBR,Wolverhampton,,254406.0,1826636841,73,144.1023141158848,93.04832938058512,azure,ukwest,"Cardiff, UK West, Europe",51.427,-3.084,0.7390137866850102,Wolverhampton,86,1,52.58546829223633,-2.122960090637207,True,4.465908118654584,338.04234176866896,5.826125001553323
Birmingham,Birmingham,52.48,-1.9025,United Kingdom,GB,GBR,Birmingham,,2897303.0,1826423213,73,142.35252336194603,93.12977255572864,azure,ukwest,"Cardiff, UK West, Europe",51.427,-3.084,0.23995235138674895,Birmingham,53,1,52.48141860961914,-1.899829983711243,True,3.9889840465642745,18.29287444219676,2.959735827853604
Glasgow,Glasgow,55.8609,-4.2514,United Kingdom,GB,GBR,Glasgow City,,985290.0,1826836462,18,307.7122356347054,85.73953760550467,aws,eu-west-1,EU (Ireland),53.3497645,-6.2602732,0.5118854498018132,Glasgow,48,1,55.86217498779297,-4.243517875671387,True,3.8918202981106265,48.716621502298814,3.906339313857079
Leicester,Leicester,52.6333,-1.1333,United Kingdom,GB,GBR,Leicester,,508916.0,1826431946,91,142.82747134503668,93.10765928267564,gcp,europe-west2,"London, England, Europe",51.5073219,-0.1276474,0.5992648424211172,Leicester,28,1,52.6386,-1.13169,True,3.367295829986474,55.018902923075714,4.025689185975004
Brighton,Brighton,50.8429,-0.1313,United Kingdom,GB,GBR,Brighton and Hove,,134293.0,1826609057,38,48.08599980323443,97.62437304709985,azure,uksouth,"London, UK South, Europe",50.941,-0.799,1.7134014936371689,Brighton,15,1,50.8283805847168,-0.1394699960947036,True,2.772588722239781,111.69606755378166,4.724694527391539
Paisley,Paisley,55.8466,-4.4236,United Kingdom,GB,GBR,Renfrewshire,,77310.0,1826549531,18,301.7665436972747,85.99480729496621,aws,eu-west-1,EU (Ireland),53.3497645,-6.2602732,1.745160508778459,Paisley,7,1,55.831729888916016,-4.432539939880371,True,2.0794415416798357,90.54456085887983,4.5168258576557365
Ipswich,Ipswich,52.0594,1.1556,United Kingdom,GB,GBR,Suffolk,,180000.0,1826629486,91,107.51852541732043,94.76602161969993,gcp,europe-west2,"London, England, Europe",51.5073219,-0.1276474,0.027578512249886274,Ipswich,4,1,52.05916976928711,1.1554499864578247,True,1.6094379124341003,22.222222222222225,3.145109674628592
Oxford,Oxford,51.7519,-1.2578,United Kingdom,GB,GBR,Oxfordshire,,154600.0,1826689568,91,82.61085055211935,95.9536018634895,gcp,europe-west2,"London, England, Europe",51.5073219,-0.1276474,0.13156879009222155,Oxford,3,1,51.752220153808594,-1.2559599876403809,True,1.3862943611198906,19.40491591203105,3.015775847900052
Sunderland,Sunderland,54.9061,-1.3811,United Kingdom,GB,GBR,Sunderland,,174286.0,1826736387,18,361.85275385948364,83.44967946503527,aws,eu-west-1,EU (Ireland),53.3497645,-6.2602732,0.17625020988891993,Sunderland,2,1,54.9046516418457,-1.3822200298309326,True,1.0986122886681098,11.475391023949141,2.5237579857514922
Pátra,Patra,38.25,21.7333,Greece,GR,GRC,Dytikí Elláda,admin,167446.0,1300201099,17,1309.93803554974,51.945815630728156,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,0.6264072035367159,Pátrai,91,1,38.24443817138672,21.73443984985352,True,4.5217885770490405,543.4587867133285,6.299792249358378
Thessaloníki,Thessaloniki,40.6403,22.9356,Greece,GR,GRC,Kentrikí Makedonía,admin,315196.0,1300397999,17,1236.8293794868475,53.87979227697135,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,5.851286814348162,Thessaloniki,67,2,40.65037345886231,22.86752986907959,True,4.219507705176107,212.56614931661568,5.3639466175451
Xánthi,Xanthi,41.1333,24.8833,Greece,GR,GRC,Anatolikí Makedonía kai Thráki,minor,56122.0,1300051191,87,1268.5728305902883,53.03137771310957,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,43.754544630085455,Komotini,60,1,41.119171142578125,25.405349731445312,True,4.110873864173311,1069.0994618866043,6.97550687817011
Ioánnina,Ioannina,39.6636,20.8522,Greece,GR,GRC,Ípeiros,admin,65574.0,1300317204,17,1150.7020379194762,56.25073833918578,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,79.92240354265928,Corfu,41,1,39.62440872192383,19.9201602935791,False,3.7376696182833684,625.2478116326592,6.439746157994022
Chalándri,Chalandri,38.0167,23.8,Greece,GR,GRC,Attikí,minor,74192.0,1300443208,21,1240.1843456933084,53.78948560095927,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,3.7027961717772198,Marousi,39,1,38.05,23.8,True,3.6888794541139363,525.6631442743153,6.2665611492437945
Chaniá,Chania,35.5173,24.0195,Greece,GR,GRC,Kríti,minor,78728.0,1300233408,21,1098.019445928087,57.75214335145239,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,1.107512750150724,Chania,20,1,35.51123809814453,24.02920913696289,True,3.044522437723423,254.03922365613252,5.5414173515889535
Hong Kong,Hong Kong,22.305,114.185,Hong Kong,HK,HKG,,primary,7347000.0,1344982653,1,3.655070106460369,99.81741338721271,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,3.15059754917932,Hong Kong,493,2,22.27832015625,114.174690123291,True,6.202535517187923,67.10221859262283,4.221009791077412
Zagreb,Zagreb,45.8,15.95,Croatia,HR,HRV,"Zagreb, Grad",primary,790017.0,1191233290,17,526.8154727736529,76.84285171601354,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,2.585499227682876,Donji grad,4,1,45.81312942504883,15.977529525756836,True,1.6094379124341003,5.0631821846871645,1.802234775242327
Budapest,Budapest,47.4983,19.0408,Hungary,HU,HUN,Budapest,primary,1752286.0,1348611435,87,544.8387247732081,76.15348350509767,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,0.6199381226230957,Budapest,177,6,47.49532538248698,19.047779226175944,True,5.181783550292085,101.01090803670178,4.625079749102724
Győr,Gyor,47.6842,17.6344,Hungary,HU,HUN,Győr-Moson-Sopron,admin,132034.0,1348507878,87,560.1341363229888,75.57330541294705,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,0.11070345708622428,Győr,14,1,47.68333053588867,17.635120391845703,True,2.70805020110221,106.03329445445871,4.673139949186483
Debrecen,Debrecen,47.53,21.6392,Hungary,HU,HUN,Hajdú-Bihar,admin,201432.0,1348460698,87,524.7891944818979,76.92074366819816,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,1.1236541609972754,Debrecen,0,1,47.53166961669922,21.624439239501957,True,0.0,0.0,0.0
Veszprém,Veszprem,47.1,17.9167,Hungary,HU,HUN,Veszprém,admin,59738.0,1348279762,87,612.3064219091934,73.62738056015608,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,1.2288793649588616,Veszprém,0,1,47.10996627807617,17.909683227539062,True,0.0,0.0,0.0
Dublin,Dublin,53.3497,-6.2603,Ireland,IE,IRL,Dublin,primary,1173179.0,1372595407,18,0.007389393158277915,99.99963053102462,aws,eu-west-1,EU (Ireland),53.3497645,-6.2602732,1.999215279790113,Dublin,179,1,53.33306121826172,-6.248889923095703,True,5.19295685089021,152.57688724397556,5.034201335719239
Galway,Galway,53.2729,-9.0418,Ireland,IE,IRL,Galway,admin,79504.0,1372499968,18,184.9774880374826,91.16594725286468,aws,eu-west-1,EU (Ireland),53.3497645,-6.2602732,0.6104957596753043,Galway,125,1,53.2724494934082,-9.050950050354004,True,4.836281906951478,1572.2479372107064,7.360897511241846
Givatayim,Givatayim,32.0697,34.8117,Israel,IL,ISR,Tel Aviv,,59518.0,1376739486,21,60.09191844351017,97.04009336519267,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,1.4012190011034549,Ramat Gan,207,1,32.08227,34.81065,True,5.337538079701318,3477.9394468900164,8.154482769679978
Tel Aviv-Yafo,Tel Aviv-Yafo,32.08,34.78,Israel,IL,ISR,Tel Aviv,admin,451523.0,1376401542,21,61.559941429402436,96.96889095627613,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.11161976476153913,Tel Aviv,199,1,32.08088,34.78057,True,5.298317366548036,440.73059401182223,6.090700180437064
Jerusalem,Jerusalem,31.7833,35.2167,Israel,IL,ISR,Southern,primary,919438.0,1376261644,21,43.38341140594935,97.85418674301792,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,1.5860275344641928,Jerusalem,21,1,31.76904,35.21633,True,3.091042453358316,22.84003924136266,3.1713664882261074
Coimbatore,Coimbatore,11.0,76.9667,India,IN,IND,Tamil Nādu,,959823.0,1356999503,66,411.6760378949709,81.39649124983845,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,0.6203713561879289,Coimbatore,364,1,11.00555,76.96612,True,5.8998973535824915,379.2365884126553,5.940793660070719
Pune,Pune,18.5196,73.8553,India,IN,IND,Mahārāshtra,,7764000.0,1356081074,42,9.723266853164485,99.5150165185286,azure,centralindia,"Pune, Central India, Asia Pacific",18.5822,73.9197,0.006067468192541014,Pune,236,3,18.51956959798177,73.85534778645832,True,5.4680601411351315,30.39670273055126,3.4467028788192504
