institution_id,institution_name,country_code,geo_city,geo_region,geo_country_code,geo_lat,geo_lon,works_count_total,ai_works_count_recent
I197220011,Qazvin Islamic Azad University,IR,Qazvin,,IR,36.268768310546875,50.00410079956055,6041,16
I45542416,Atilim University,TR,Ankara,,TR,39.91986846923828,32.854270935058594,5963,10
I4210139483,GREYC,FR,Caen,Normandy,FR,49.18585,-0.35912,5953,49
I64189192,"International Institute of Information Technology, Hyderabad",IN,Hyderabad,Telangana,IN,17.38405,78.45636,5913,126
I107158390,Kharkiv National University of Radio Electronics,UA,Kharkiv,Kharkivs’ka Oblast’,UA,49.98177,36.25475,5908,45
I4210123686,Quzhou University,CN,Quzhou,,CN,28.982589721679688,118.86829376220703,5908,149
I44666525,University of the South Pacific,FJ,Suva,,FJ,-18.136829376220703,178.42530822753906,5889,16
I105126617,Zhejiang International Studies University,CN,Hangzhou,,CN,30.27831268310547,120.14214324951172,5853,53
I66083562,Systems Research Institute,PL,Warsaw,,PL,52.24589920043945,20.940231323242188,5844,88
I2252078561,Meta (Israel),IL,Tel Aviv,Tel Aviv,IL,32.08088,34.78057,5793,199
I147765834,Leipzig University of Applied Sciences,DE,Leipzig,,DE,51.33961868286133,12.37129020690918,5760,25
I4210121626,Signal Processing (United States),US,Rockville,Maryland,US,39.080509185791016,-77.23397827148438,5733,17
I4387153937,Universität Koblenz,,Koblenz,,,50.35356903076172,7.578829765319824,5690,17
I4210114212,Laboratoire de Linguistique Formelle,FR,Paris,Île-de-France,FR,48.85341,2.3488,5679,171
I1306409833,Adobe Systems (United States),US,San Jose,California,US,37.330989837646484,-121.89387512207031,5666,168
I143288331,Hasso Plattner Institute,DE,Potsdam,,DE,52.398860931396484,13.06566047668457,5643,54
I3130607311,Changsha Normal University,CN,Changsha,,CN,28.255634307861328,113.08287048339844,5626,76
I4210099236,Kootenay Association for Science & Technology,CA,Rossland,British Columbia,CA,49.07619094848633,-117.7970962524414,5618,85
I4210115485,Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,FR,Orsay,,FR,48.69572067260742,2.187269926071167,5595,20
I4210093989,Sanskriti Samvardhan Mandal,IN,Nanded,,IN,18.6926212310791,77.73011779785156,5569,12
I221716585,The University of Texas at Tyler,US,Tyler,Texas,US,32.35126,-95.30106,5558,9
I185065464,Veer Surendra Sai University of Technology,IN,Sambalpur,,IN,21.465269088745117,83.9757308959961,5525,22
I105991555,Jingdezhen Ceramic Institute,CN,Jingdezhen,,CN,29.294700622558594,117.20789337158203,5516,63
I4210127308,Yangon University Of Distance Education,MM,Yangon,,MM,16.821029663085938,96.1359634399414,5511,1
I234216984,Université Nantes Angers Le Mans,FR,Nantes,,FR,47.20697784423828,-1.5608290433883667,5494,10
I4400008911,"Institut des langues et cultures d'Europe, Amérique, Afrique, Asie et Australie",FR,Grenoble,Auvergne-Rhône-Alpes,FR,45.17869,5.71479,5480,111
I4210160287,Laboratoire de Linguistique et Didactique des Langues Etrangères et Maternelles,FR,Grenoble,,FR,45.17869186401367,5.714789867401123,5476,79
I8616870,Southwestern University,US,Georgetown,,US,30.6326904296875,-97.67723083496094,5468,1
I3132238960,Institute of Electrical and Electronics Engineers,US,Piscataway,,US,40.499271392822266,-74.39904022216797,5431,26
I49835588,Macao Polytechnic University,MO,Macao,,MO,22.200559616088867,113.54611206054688,5381,146
I130510345,Dayeh University,TW,Dacun,,TW,24.0,120.59610748291016,5344,3
I4210117195,Institute for Computer Science and Control,HU,Budapest,,HU,47.478416442871094,19.05215072631836,5339,24
I4210159676,Zaozhuang University,CN,Zaozhuang,,CN,34.86471939086914,117.55416870117188,5302,26
I1344076864,Center for Applied Linguistics,US,Washington D.C.,District of Columbia,US,38.950260162353516,-77.07901000976562,5285,124
I1299907687,Bloomberg (United States),US,New York,New York,US,40.76164627075195,-73.96806335449219,5263,35
I4210137435,"Interactions, Corpus, Apprentissages, Représentations",FR,Lyon,Auvergne-Rhône-Alpes,FR,45.74846,4.84671,5261,24
I4210134673,The Institute of Statistical Mathematics,JP,Tokyo,,JP,35.68949890136719,139.69171142578125,5241,44
I3148997608,Institute for Systems Biology,US,Seattle,Washington,US,47.62245178222656,-122.33670806884766,5239,22
I14396692,Tokyo University of Information Sciences,JP,Chiba,,JP,35.63762664794922,140.2031707763672,5225,26
I170172562,Guizhou University of Finance and Economics,CN,Guiyang,,CN,26.583330154418945,106.71666717529297,5206,37
I59460038,Chung Hua University,TW,Hsinchu,,TW,24.758333206176758,120.9527816772461,5148,4
I4210145724,Centre d'Etudes et De Recherche en Informatique et Communications,FR,Paris,Île-de-France,FR,48.85341,2.3488,5139,31
I4210110242,Digital Science (United States),US,Cambridge,Massachusetts,US,42.36968994140625,-71.07798767089844,5027,31
I4210152232,Institute of Informatics of the Slovak Academy of Sciences,SK,Bratislava,,SK,48.14815902709961,17.106740951538086,4958,38
I2802626578,Oxford University Press (United Kingdom),GB,Oxford,,GB,51.752220153808594,-1.2559599876403809,4950,3
I1318003438,RELX Group (Netherlands),NL,Amsterdam,North Holland,NL,52.37403,4.88969,4926,31
I4210096250,Beijing Institute of Big Data Research,CN,Beijing,,CN,39.98691177368164,116.3036880493164,4888,92
I4210140341,Allen Institute,US,Seattle,,US,47.60620880126953,-122.33206939697266,4873,221
I4210157240,Institute of Structural and Molecular Biology,GB,London,,GB,51.5229377746582,-0.1308206021785736,4864,46
I306340464,Constantine the Philosopher University in Nitra,SK,Nitra,,SK,48.3076286315918,18.084529876708984,4852,38
I189513530,Osaka Electro-Communication University,JP,Neyagawa,,JP,34.760948181152344,135.62660217285156,4840,3
I4210125057,Vivekananda Global University,IN,Jaipur,,IN,26.848316192626953,75.85986328125,4817,67
I4210156060,Institute of Higher Nervous Activity and Neurophysiology,RU,Moscow,,RU,55.65441131591797,37.527198791503906,4787,17
I4210106108,Xinjiang Technical Institute of Physics & Chemistry,CN,Ürümqi,,CN,43.800960540771484,87.60045623779297,4774,52
I4210085887,Laboratoire Hubert Curien,FR,Saint-Etienne,Auvergne-Rhône-Alpes,FR,45.43389,4.39,4730,30
I4210101898,GESIS - Leibniz-Institute for the Social Sciences,DE,Mannheim,,DE,49.48910140991211,8.466939926147461,4721,36
I29867402,Central Washington University,US,Ellensburg,Washington,US,46.99651,-120.54785,4697,12
I206324368,Shaoyang University,CN,Tangdukou,,CN,27.2034969329834,111.43635559082031,4695,29
I2802584641,Leshan Normal University,CN,Leshan,,CN,29.579259872436523,103.7619857788086,4676,23
I4210098366,"Institute of Information Science, Academia Sinica",TW,Taipei,,TW,25.04177474975586,121.61460876464844,4674,43
I14916453,Urgench State University,UZ,Urgench,,UZ,41.557220458984375,60.60785675048828,4649,47
I185658715,Universities UK,GB,London,,GB,51.6337890625,-0.1070690006017685,4628,2
I4210148552,Equipes Traitement de l'Information et Systèmes,FR,Cergy-Pontoise,Île-de-France,FR,49.03894,2.07805,4586,11
I127336678,Ecole Mohammadia d'Ingénieurs,MA,Rabat,,MA,34.013248443603516,-6.832550048828125,4555,25
I58957048,Yandex (Russia),RU,Moscow,,RU,55.73401641845703,37.58833312988281,4535,31
I4210102653,Instituto Politecnico de Setubal,PT,Setúbal,Setúbal,PT,38.5244,-8.8882,4511,0
I4210108118,"Laboratoire d'Informatique, du Traitement de l'Information et des Systèmes",FR,Saint-Étienne-du-Rouvray,,FR,49.3779411315918,1.1046700477600098,4494,46
I57930482,Hiroshima City University,JP,Hiroshima,,JP,34.43907165527344,132.41659545898438,4473,10
I1288043984,Techno India University,IN,Kolkata,,IN,22.56262969970703,88.363037109375,4459,41
I4210115900,"Laboratoire Cognition, Langues, Langage, Ergonomie",FR,Toulouse,Occitanie,FR,43.60426,1.44367,4447,64
I880551032,Gandhigram Rural Institute,IN,Dindigul,Tamil Nadu,IN,10.36896,77.98036,4412,31
I174612323,University of the District of Columbia,US,Washington D.C.,District of Columbia,US,38.94367980957031,-77.06352996826172,4404,8
I4210091523,Forskning.no (Norway),NO,Oslo,,NO,59.93594741821289,10.75960922241211,4404,1
I4210126580,RIKEN Center for Advanced Intelligence Project,JP,Tokyo,,JP,35.683475494384766,139.77450561523438,4400,135
I4210103986,Jingdong (China),CN,Beijing,,CN,39.78896713256836,116.5632095336914,4380,96
I98962006,University of Skikda,DZ,Skikda,,DZ,36.84917449951172,6.890708923339844,4351,28
I183173800,Turku Centre for Computer Science,FI,Turku,,FI,60.455596923828125,22.28641128540039,4308,3
I185286233,University of Pitesti,RO,Piteşti,,RO,44.849998474121094,24.866670608520508,4306,6
I4210147764,Institute of Microbial Technology,IN,Chandigarh,,IN,30.736289978027344,76.78839874267578,4248,11
I1331500379,Centre for Development of Advanced Computing,IN,Pune,,IN,18.519569396972656,73.8553466796875,4183,49
I2802635041,Technische Informationsbibliothek (TIB),DE,Hanover,Lower Saxony,DE,52.37052,9.73322,4172,49
I4210115363,University of the Humanities,MN,Ulaanbaatar,,MN,47.921913146972656,106.91881561279297,4157,22
I33976269,Xerox (France),FR,Saint-Denis,,FR,48.91973114013672,2.3508129119873047,4141,1
I116970179,University of Jijel,DZ,Jijel,,DZ,36.80135726928711,5.751527786254883,4140,9
I141479679,Osaka Kyoiku University,JP,Kashihara,,JP,34.55165481567383,135.6497039794922,4138,3
I14316845,National Electronics and Computer Technology Center,TH,Pathum Thani,,TH,14.013460159301758,100.53048706054688,4131,59
I4210166510,Laboratoire Parole et Langage,FR,Aix-en-Provence,Provence-Alpes-Côte d'Azur,FR,43.5283,5.44973,4071,49
I29955533,Center for Information Technology,US,Bethesda,Maryland,US,39.001319885253906,-77.10456848144531,4058,54
I4210161060,Max Planck Institute for the Science of Human History,DE,Jena,,DE,50.92877960205078,11.589900016784668,4037,19
I170253739,Singidunum University,RS,Belgrade,,RS,44.782405853271484,20.478973388671875,4021,38
I4210113529,Jožef Stefan International Postgraduate School,SI,Ljubljana,Ljubljana,SI,46.05108,14.50513,4021,36
I187792471,Ionian University,GR,Corfu,,GR,39.62440872192383,19.9201602935791,4020,41
I4210136150,L3S Research Center,DE,Hanover,,DE,52.370521545410156,9.733220100402832,4011,55
I192365124,Sri Lanka Institute of Information Technology,LK,Colombo,,LK,6.935480117797852,79.84867858886719,4004,35
I109689652,FPT University,VN,Hanoi,,VN,21.024499893188477,105.84117126464844,3994,82
I32943570,Helsinki Institute for Information Technology,FI,Espoo,Uusimaa,FI,60.2052,24.6522,3990,12
I4210114444,Meta (United States),US,Menlo Park,,US,37.45383071899414,-122.18218994140625,3987,71
I190734841,Maejo University,TH,Chiang Mai,,TH,18.790380477905273,98.98468017578125,3984,22
I4210148697,Institute of Bioinformatics,IN,Bengaluru,,IN,12.971940040588379,77.59368896484375,3975,26
I4210116144,Chongqing University of Education,CN,Chongqing,,CN,29.560260772705078,106.55770874023438,3966,13
I4210143894,"Laboratoire d'Automatique, Génie Informatique et Signal",FR,Villeneuve-d'Ascq,,FR,50.61669158935547,3.166640043258667,3964,6
I16764540,University of Suwon,KR,Hwaseong-si,,KR,37.210140228271484,126.97699737548828,3932,36
I4210099079,Institute of Intelligent Machines,CN,Hefei,,CN,31.901731491088867,117.17012786865234,3887,13
I109173049,Beijing Foreign Studies University,CN,Beijing,,CN,39.907501220703125,116.39723205566406,3878,62
I4210135132,Cambridge University Press,GB,Cambridge,,GB,52.187530517578125,0.13034500181674957,3865,14
I4210153682,Intelligent Health (United Kingdom),GB,Reading,,GB,51.441036224365234,-0.9349730014801025,3849,66
I4210119419,"Czech Academy of Sciences, Institute of Information Theory and Automation",CZ,Prague,,CZ,50.08803939819336,14.420760154724121,3808,11
I125680101,Turing Institute,GB,Glasgow,,GB,55.86217498779297,-4.243517875671387,3795,48
I7495430,Idiap Research Institute,CH,Martigny-Combe,,CH,46.07817077636719,7.050990104675293,3783,93
I147727580,Dr. Bhim Rao Ambedkar University,IN,Agra,Uttar Pradesh,IN,27.18333,78.01667,3771,12
I4210116870,Centre de Recherches Linguistiques sur l'Asie Orientale,FR,Paris,Île-de-France,FR,48.85341,2.3488,3762,40
I4210133689,Maharishi University of Management and Technology,IN,Ratanpur,,IN,22.1040096282959,82.12035369873047,3756,59
I2800548410,United States National Library of Medicine,US,Bethesda,Maryland,US,39.15106201171875,-77.26525115966797,3718,45
I4210135670,Amsterdam University of the Arts,NL,Amsterdam,,NL,52.37403106689453,4.889689922332764,3718,64
I4210108414,Centre for Social Sciences and Humanities,IN,New Delhi,Delhi,IN,28.62137,77.2148,3672,2
I124644866,Northwest Minzu University,CN,Lanzhou,,CN,36.057010650634766,103.8398666381836,3671,4
I1304085615,Nvidia (United Kingdom),GB,Reading,England,GB,51.45625,-0.97113,3669,41
I4210156128,Electronics Research Institute,EG,Giza,,EG,30.00943946838379,31.20861053466797,3655,13
I177308816,Christopher Newport University,US,Newport News,Virginia,US,37.06305694580078,-76.49305725097656,3626,3
I117381506,Thiruvalluvar University,IN,Vellore,Tamil Nadu,IN,12.9184,79.13255,3622,32
I149481174,Tamagawa University,JP,Tokyo,,JP,35.68949890136719,139.69171142578125,3617,9
I4210088387,Heuristics and Diagnostics for Complex Systems,FR,Compiègne,Hauts-de-France,FR,49.41794,2.82606,3603,13
I4210152028,Institute of Biomedical Chemistry,RU,Moscow,,RU,55.733116149902344,37.56839370727539,3591,20
I4210106479,"Laboratoire d'Informatique, Signaux et Systèmes de Sophia Antipolis",FR,Valbonne,Provence-Alpes-Côte d'Azur,FR,43.63292,6.99911,3590,43
I4210088543,Institut für Informationsverarbeitung,DE,Berlin,,DE,52.53804016113281,13.373147964477539,3546,21
I4210131706,Modèles Dynamiques Corpus,FR,Nanterre,Île-de-France,FR,48.89198,2.20675,3542,76
I4210107233,Language Science (South Korea),KR,Seongnam-si,,KR,37.40243911743164,127.10128021240234,3498,97
I4210121906,Analyse et Traitement Informatique de la Langue Française,FR,Nancy,Grand Est,FR,48.68439,6.18496,3495,72
I4210165264,Guangxi Academy of Sciences,CN,Nanning,,CN,22.816669464111328,108.3166732788086,3495,22
I4210094590,Laboratoire de Phonétique et Phonologie,FR,Paris,Île-de-France,FR,48.85341,2.3488,3493,31
I4210122684,Sony Computer Science Laboratories,JP,Tokyo,,JP,35.6259651184082,139.73052978515625,3490,12
I122146667,Prefectural University of Hiroshima,JP,Hiroshima,,JP,34.366249084472656,132.46824645996094,3487,1
I39012071,Kyoto College of Graduate Studies for Informatics,JP,Kyoto,,JP,35.030982971191406,135.7792205810547,3485,32
I4390039265,PRG S&Tech (South Korea),,Busan,,,35.101680755615234,129.03004455566406,3478,42
I2801607516,Associated Press,US,New York,New York,US,40.75307083129883,-73.99945068359375,3469,5
I4210128771,Contextual Change (United States),US,Reno,Nevada,US,39.49658966064453,-119.87262725830078,3465,10
I4210096013,Shanghai Institute of Nutrition and Health,CN,Shanghai,,CN,31.16239356994629,121.4068603515625,3463,55
I4210111807,Center for Research in Molecular Medicine and Chronic Diseases,ES,Santiago de Compostela,,ES,42.87203598022461,-8.561888694763184,3458,25
I4210131846,Artificial Intelligence Research Institute,ES,Cerdanyola del Vallès,,ES,41.4910888671875,2.1407899856567383,3445,85
I49663120,Université du Québec,CA,Québec,,CA,46.812278747558594,-71.21453857421875,3438,5
I4210158934,Research Organization of Information and Systems,JP,Tokyo,Tokyo,JP,35.6895,139.69171,3417,8
I4210118730,Instituto Tecnológico de Tijuana,MX,Tijuana,,MX,32.50270080566406,-117.00370788574219,3403,119
I4210143260,Indira Gandhi Delhi Technical University for Women,IN,New Delhi,,IN,28.665504455566406,77.23235321044922,3395,65
I180632629,Xi'an International Studies University,CN,Xi'an,,CN,34.13897705078125,108.87511444091797,3393,37
I4210145865,IBM Research - Tokyo,JP,Tokyo,,JP,35.68949890136719,139.69171142578125,3388,15
I885507782,East West University,BD,Dhaka,,BD,23.710399627685547,90.40744018554688,3360,20
I63169043,United International University,BD,Dhaka,,BD,23.710399627685547,90.40744018554688,3359,50
I4210128676,Human Computer Interaction (Switzerland),CH,Zurich,,CH,47.38969039916992,8.518168449401855,3350,11
I192238737,Jerusalem College of Technology,IL,Jerusalem,Jerusalem,IL,31.76904,35.21633,3346,21
I4210149540,Beijing Proteome Research Center,CN,Beijing,,CN,40.097801208496094,116.2796859741211,3345,35
I4210105785,Intelligent Systems Research (United States),US,Thousand Oaks,California,US,34.148231506347656,-118.76197052001953,3318,48
I4210114522,Institut Jean Nicod,FR,Paris,Île-de-France,FR,48.85341,2.3488,3294,21
I4210103466,University of Applied Health Sciences,HR,Donji grad,,HR,45.81312942504883,15.977529525756836,3289,4
I4210134091,Yahoo (United States),US,Sunnyvale,California,US,37.41718292236328,-122.02499389648438,3285,6
I178254495,Dayalbagh Educational Institute,IN,Agra,,IN,27.183330535888672,78.01667022705078,3283,12
I4210156878,V.M. Glushkov Institute of Cybernetics,UA,Kyiv,Kyiv City,UA,50.45466,30.5238,3282,17
I1321014770,Association for Computing Machinery,US,New York,,US,40.714271545410156,-74.00596618652344,3247,17
I4210124246,CITIC Group (China),CN,Beijing,,CN,39.94948196411133,116.45551300048828,3245,17
I158749337,Princess Sumaya University for Technology,JO,Amman,,JO,31.955219268798828,35.945030212402344,3244,33
I4210113480,Mohamed bin Zayed University of Artificial Intelligence,AE,Abu Dhabi,,AE,24.432750701904297,54.61820983886719,3225,209
I71459812,Beijing International Studies University,CN,Beijing,,CN,39.907501220703125,116.39723205566406,3208,19
I4210151515,Institute of Molecular Life Sciences,HU,Budapest,,HU,47.498348236083984,19.040449142456055,3200,12
I14689143,BT Research,GB,Ipswich,,GB,52.05916976928711,1.1554499864578247,3182,4
I64956957,Aurel Vlaicu University of Arad,RO,Arad,,RO,46.18333053588867,21.316669464111328,3181,7
I4210142372,Human Media,US,Belmont,Massachusetts,US,42.39787292480469,-71.17529296875,3174,12
I4210104429,Institute of Cognitive and Brain Sciences,US,New York,New York,US,40.760650634765625,-73.96905517578125,3167,28
I1297971548,International Computer Science Institute,US,Berkeley,,US,37.87158966064453,-122.27275085449219,3166,12
I153904384,University of Languages and International Studies,VN,Hanoi,,VN,21.03948211669922,105.78170776367188,3164,12
I4210095624,Alibaba Group (United States),US,San Mateo,California,US,37.55870819091797,-122.3250732421875,3164,214
I1330347796,United States Department of Defense,US,Washington,District of Columbia,US,38.89511,-77.03637,3156,6
I4210094675,Structures Formelles du Langage,FR,Saint-Denis,Île-de-France,FR,48.93564,2.35387,3150,35
I196758499,Fryske Akademy,NL,Leeuwarden,Friesland,NL,53.20271,5.80973,3137,11
I74234424,Chicago State University,US,Chicago,Illinois,US,41.717647552490234,-87.6097412109375,3098,5
I4210156054,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,GR,Marousi,Attica,GR,38.05,23.8,3081,39
I6585545,European Telecommunications Standards Institute,FR,Antibes,Provence-Alpes-Côte d'Azur,FR,43.58127,7.12487,3076,6
I2801908541,Huygens Institute for History and Culture of the Netherlands,NL,Amsterdam,,NL,52.37403106689453,4.889689922332764,3062,18
I4210147228,Chengdu Normal University,CN,Chengdu,,CN,30.676218032836914,103.82057189941406,3034,11
I4210104143,Advanced Telecommunications Research Institute International,JP,Kyoto,,JP,35.02106857299805,135.75384521484375,3026,10
I4210127509,Vector Institute,CA,Toronto,Ontario,CA,43.70643,-79.39864,3017,91
I181653535,San Diego Supercomputer Center,US,San Diego,California,US,32.71571,-117.16472,3011,14
I197425175,Shonan Institute of Technology,JP,Fujisawa,,JP,35.32438659667969,139.45181274414062,3006,8
I4210163063,Institute of Information and Communication Technologies,BG,Sofia,,BG,42.697509765625,23.32415008544922,2997,38
I4210119657,Semantic Designs (United States),US,Austin,Texas,US,30.445785522460938,-97.77733612060547,2987,1
I4210148498,Bioinformatics Institute,SG,Singapore,,SG,1.2896699905395508,103.85006713867188,2987,19
I4210147934,Centro Nacional de Microelectrónica,ES,Barcelona,,ES,41.388790130615234,2.158989906311035,2985,0
I1301390666,Qatar Airways (Qatar),QA,Doha,,QA,25.285449981689453,51.53096008300781,2977,20
I4210147207,The Dialogue,US,Washington D.C.,District of Columbia,US,38.90541076660156,-77.03401184082031,2968,3
I4210153776,Apple (United States),US,Cupertino,California,US,37.323,-122.03218,2961,29
I4210100316,École Nationale des Chartes,FR,Paris,Île-de-France,FR,48.85341,2.3488,2950,39
I50519452,Lunghwa University of Science and Technology,TW,Taoyuan City,,TW,25.0195255279541,121.4009780883789,2937,3
I77990126,Alexander Technological Educational Institute of Thessaloniki,GR,Thessaloniki,,GR,40.65713882446289,22.80419921875,2925,1
I153183030,Vincennes University,US,Vincennes,Indiana,US,38.686859130859375,-87.52310943603516,2900,9
I4210139749,Engineering Arts (United States),US,Tempe,Arizona,US,33.41852569580078,-111.97714233398438,2895,4
I4210089348,Data Archiving Networked Services (DANS),NL,The Hague,South Holland,NL,52.07667,4.29861,2872,4
I173466955,Iona College,US,New Rochelle,New York,US,40.925479888916016,-73.78790283203125,2850,11
I35345632,Institut de Recherche et Coordination Acoustique Musique,FR,Paris,Île-de-France,FR,48.85341,2.3488,2849,13
I4391012619,Shanghai Artificial Intelligence Laboratory,,Shanghai,,,31.222219467163086,121.45806121826172,2849,191
I4210124949,Microsoft Research (India),IN,Bengaluru,,IN,12.96633243560791,77.59627532958984,2837,68
I4210109085,University of Information Technology and Management in Rzeszow,PL,Rzeszów,,PL,50.04132080078125,21.99901008605957,2833,8
I4210103279,IBM Research - India,IN,New Delhi,,IN,28.543174743652344,77.14822387695312,2803,30
I4210119991,Laboratoire Informatique d'Avignon,FR,Avignon,,FR,43.948341369628906,4.808919906616211,2800,101
I2614128279,Dalle Molle Institute for Artificial Intelligence Research,CH,Lugano,,CH,46.01007843017578,8.960040092468262,2796,40
I4210137602,Institute of Protein Research,RU,Pushchino,,RU,54.839569091796875,37.62549591064453,2773,15
I6090238,Iwate Prefectural University,JP,Takizawa,,JP,39.8000373840332,141.1375732421875,2769,22
I4210147194,Convergence,US,Washington D.C.,District of Columbia,US,38.90473937988281,-77.04289245605469,2746,22
I3133440902,Tashkent State University of Oriental Studies,UZ,Tashkent,,UZ,41.2646484375,69.21627044677734,2721,49
I112281704,Research Council of Finland,FI,Helsinki,,FI,60.16952133178711,24.935449600219727,2710,0
I125866687,Wayne State College,US,Wayne,,US,42.230560302734375,-97.017822265625,2673,4
I55862774,West Bengal State University,IN,Kolkata,West Bengal,IN,22.56263,88.36304,2671,23
I3005160176,Institute for High Performance Computing and Networking,IT,Rende,Calabria,IT,39.33154,16.18041,2660,33
I3130035786,University Ucinf,CL,Santiago,,CL,-33.42711639404297,-70.6104736328125,2652,1
I88189429,Danmarks Nationalbank,DK,Copenhagen,,DK,55.677024841308594,12.586289405822754,2648,0
I4210116741,Innopolis University,RU,Innopolis,,RU,55.749820709228516,48.74753952026367,2646,53
I2799859273,Ostfalia University of Applied Sciences,DE,Wolfenbüttel,,DE,52.16442108154297,10.540949821472168,2641,7
I4210098049,Institute for Literary Studies,HU,Budapest,Budapest,HU,47.49835,19.04045,2624,31
I319874951,Sichuan International Studies University,CN,Chongqing,,CN,29.560260772705078,106.55770874023438,2611,21
I4210095777,Centre de Recherche sur l'Information Scientifique et Technique,DZ,Algiers,,DZ,36.75929641723633,3.004081964492798,2607,25
I4210145991,Centre de recherche cerveau et cognition,FR,Toulouse,Occitanie,FR,43.60426,1.44367,2601,19
I4210127166,Centre Inria de l'Université de Lorraine,FR,Villers-lès-Nancy,Grand Est,FR,48.67333,6.15283,2589,5
I186748736,Freed–Hardeman University,US,Hendersonville,Tennessee,US,35.44007110595703,-88.63941955566406,2585,15
I4210138655,Centro Nacional de Investigación y Desarrollo Tecnológico,MX,Cuernavaca,,MX,18.87647819519043,-99.22006225585938,2585,20
I4210157561,Växjö Kommun,SE,Vaxjo,,SE,56.883331298828125,14.800000190734863,2571,0
I4210116128,"Langage, langues et cultures d'Afrique",FR,Villejuif,Île-de-France,FR,48.7939,2.35992,2544,32
I4210165258,Laboratoire d'informatique de Nantes Atlantique,FR,Nantes,,FR,47.21725082397461,-1.5533599853515625,2543,0
I4210127496,Veszprémi Érseki Hittudományi Fõiskola,HU,Veszprém,,HU,47.10996627807617,17.909683227539062,2540,0
I4210104311,Institute of Scientific and Technical Information of China,CN,Beijing,,CN,39.90837478637695,116.31510925292969,2532,19
I4210100943,Centre de Recherche en Sciences et Technologies de l'Information et de la Communication,FR,Reims,,FR,49.2652587890625,4.028530120849609,2531,6
I4210146077,China National Institute of Standardization,CN,Beijing,,CN,39.98461151123047,116.43045043945312,2521,30
I4210090411,Google DeepMind (United Kingdom),GB,London,England,GB,51.50853,-0.12574,2513,117
I147527907,Technical University of Varna,BG,Varna,Varna,BG,43.22297286987305,27.934003829956055,2508,13
I59746437,Open University of Cyprus,CY,Nicosia,,CY,35.17530822753906,33.364200592041016,2488,6
I1310439424,Accenture (Switzerland),CH,Zurich,,CH,47.36879348754883,8.541092872619629,2468,14
I4210109871,Khatam University,IR,Tehran,,IR,35.69438934326172,51.4215087890625,2462,20
I95293974,Abdullah Gül University,TR,Kayseri,,TR,38.73763656616211,35.47346878051758,2462,28
I4210152641,Bernstein Center for Computational Neuroscience Berlin,DE,Berlin,,DE,52.52436828613281,13.410530090332031,2459,15
I4210126846,Information Technology Laboratory,US,Gaithersburg,Maryland,US,39.14091873168945,-77.21875762939453,2449,6
I4210136457,Shibuya (Japan),JP,Ishikawa,Okinawa,JP,26.42333,127.82139,2449,12
I60065076,Pacific Lutheran University,US,Tacoma,,US,47.25288009643555,-122.44429016113281,2445,14
I4210152718,Indian Institute of Technology Dharwad,IN,Dharwad,,IN,15.460049629211426,75.00778198242188,2425,51
I2801535751,Dorodnitsyn Computing Centre,RU,Moscow,,RU,55.69430160522461,37.56520080566406,2419,11
I4210095736,"Laboratoire d'Électronique, Antennes et Télécommunications",FR,Nice,Provence-Alpes-Côte d'Azur,FR,43.70313,7.26608,2397,24
