id,city,country,lat,lon,works,dist_km,population,log_works
1356820491,Bilāspur,India,22.15,82.0167,59,322.501532947342,331030.0,4.0943445622221
1356821429,Patna,India,25.61,85.1414,138,792.2059358334106,1684222.0,4.9344739331306915
1356871768,Hyderābād,India,17.3667,78.4667,126,1.0354096038060696,9746000.0,4.844187086458591
1356872604,Delhi,India,28.66,77.23,409,1.2111279159787238,29617000.0,6.016157159698354
1356977661,Vellore,India,12.9204,79.15,32,110.05483371347556,177081.0,3.4965075614664802
1356999503,Coimbatore,India,11.0,76.9667,364,411.6760378949709,959823.0,5.8998973535824915
1364073420,Qazvīn,Iran,36.2688,50.0041,16,1125.7152178134104,381598.0,2.833213344056216
1364305026,Tehran,Iran,35.7,51.4167,198,1064.658082052067,13633000.0,5.293304824724492
1372499968,Galway,Ireland,53.2729,-9.0418,125,184.9774880374826,79504.0,4.836281906951478
1372595407,Dublin,Ireland,53.3497,-6.2603,179,0.0073893931582779,1173179.0,5.19295685089021
1376261644,Jerusalem,Israel,31.7833,35.2167,21,43.38341140594935,919438.0,3.091042453358316
1376401542,Tel Aviv-Yafo,Israel,32.08,34.78,199,61.55994142940244,451523.0,5.298317366548036
1376739486,Givatayim,Israel,32.0697,34.8117,207,60.09191844351017,59518.0,5.337538079701318
1380310225,Pisa,Italy,43.7167,10.4,68,216.65815143188075,90118.0,4.23410650459726
1380522093,Modica,Italy,36.8672,14.7614,60,1062.986924954159,54530.0,4.110873864173311
1380597324,Ancona,Italy,43.6167,13.5167,0,399.67955508893374,100924.0,0.0
1380716540,Genoa,Italy,44.4072,8.934,83,119.24245840603982,580097.0,4.430816798843313
1380724377,Milan,Italy,45.4669,9.19,0,0.3022069997588946,1366180.0,0.0
1380732659,Cosenza,Italy,39.3,16.25,33,897.0945598978234,67239.0,3.5263605246161616
1380953307,Trento,Italy,46.0667,11.1167,348,163.80212440558088,117997.0,5.855071922202427
1392129541,Kitaku,Japan,33.8704,130.82,106,216.16524910709472,997536.0,4.672828834461906
1392291253,Izuo,Japan,34.4836,135.4236,20,16.340612522425527,184299.0,3.044522437723423
1392299085,Koja,Japan,26.3344,127.8057,12,772.3537055436609,58658.0,2.5649493574615367
1392346493,Chigasaki,Japan,35.3339,139.4047,8,50.36439442998658,242347.0,2.1972245773362196
1392373695,Hiroshima,Japan,34.4,132.45,11,279.6413656946466,1306589.0,2.4849066497880004
1392390581,Ikoma,Japan,34.6919,135.7006,189,18.140321570955106,116174.0,5.247024072160486
1392512633,Yotsukaidō,Japan,35.67,140.1683,26,35.99479557166495,93233.0,3.295836866004329
1392622735,Kyōto,Japan,35.0111,135.7669,42,42.74867442868824,1805000.0,3.7612001156935624
1392675180,Tamuramachi-moriyama,Japan,37.3252,140.4134,59,191.74650994180345,340560.0,4.0943445622221
1392685764,Tokyo,Japan,35.6897,139.6922,778,6.121869536211257,37977000.0,6.658011045870748
1392772700,Niiza,Japan,35.7933,139.5653,26,21.399710568628123,164653.0,3.295836866004329
1392795984,Tokushima,Japan,34.0667,134.55,50,106.00527601870536,254510.0,3.9318256327243257
1392840575,Shirayamamachi,Japan,36.5144,136.5656,134,224.0959603481828,110135.0,4.90527477843843
1392918777,Habikino,Japan,34.5578,135.6061,3,12.645637980789614,108373.0,1.3862943611198906
1392981957,Morioka,Japan,39.6833,141.15,22,461.3371012910364,290553.0,3.1354942159291497
1392993634,Neya,Japan,34.7661,135.6281,3,14.02952226294792,227997.0,1.3862943611198906
1400522593,Amman,Jordan,31.95,35.9333,33,111.08237976386488,4007526.0,3.5263605246161616
1410622472,Sŏngnam,"Korea, South",37.4386,127.1378,97,20.020415195959323,948757.0,4.584967478670572
1410679777,Suwon,"Korea, South",37.2858,127.01,36,31.340107250330885,1234300.0,3.6109179126442243
1410836482,Seoul,"Korea, South",37.56,126.99,10,1.2714734344175118,21794000.0,2.3978952727983707
1410993875,Daejeon,"Korea, South",36.351,127.385,35,139.91142902725616,1475221.0,3.58351893845611
1440302852,Kaunas,Lithuania,54.9,23.9333,37,354.0023262970175,288466.0,3.6375861597263857
1446227359,Macau,Macau,22.203,113.545,146,64.15045817951778,568700.0,4.990432586778736
1484247881,Mexico City,Mexico,19.4333,-99.1333,426,1111.9474895378507,20996000.0,6.056784013228625
1484273506,Temixco,Mexico,18.85,-99.2333,20,1177.3083316255197,116143.0,3.044522437723423
1484416394,Puebla,Mexico,19.0333,-98.1833,49,1155.0275706628163,1576259.0,3.912023005428146
1484708778,Tijuana,Mexico,32.525,-117.0333,119,203.78981012713515,2384609.0,4.787491742782046
1496024767,Ulaanbaatar,Mongolia,47.9203,106.9172,22,1168.7025306455855,1396288.0,3.1354942159291497
1504023252,Rabat,Morocco,34.0253,-6.8361,25,762.7539185945818,572717.0,3.258096538021482
1528012745,Oosterhout,Netherlands,51.6431,4.8569,95,80.51482557600606,55616.0,4.564348191467836
1528355309,Amsterdam,Netherlands,52.3667,4.8833,602,1.133868733382568,862965.0,6.401917196727186
1528799905,The Hague,Netherlands,52.0767,4.2986,4,52.1352545451881,1406000.0,1.6094379124341003
1528862562,Arnhem,Netherlands,51.9833,5.9167,62,81.38721324249481,148070.0,4.143134726391533
1528992603,Leeuwarden,Netherlands,53.2,5.7833,11,76.03884379515002,124084.0,2.4849066497880004
1578324706,Oslo,Norway,59.9111,10.7528,1,0.3093389988250132,693494.0,0.6931471805599453
1586001546,Mardan,Pakistan,34.1958,72.0447,105,787.9874259650096,300424.0,4.663439094112067
1586801463,Lahore,Pakistan,31.5497,74.3436,144,424.82224382952353,11021000.0,4.976733742420574
1608794590,Mandaue City,Philippines,10.3333,123.9333,0,1569.6409172998176,362654.0,0.0
